personId,name,birthYear,deathYear
nm0326364,John Goldstone,1943,NULL
nm0121431,Geoffrey Burgon,1941,2010
nm0556067,Chip Masamitsu,NULL,NULL
nm0000126,Kevin Costner,1955,NULL
nm0001521,Mary McDonnell,1952,NULL
nm0001295,Graham Greene,1952,NULL
nm0002110,Rodney A. Grant,1959,NULL
nm0086658,Michael Blake,1945,2015
nm0933604,Jim Wilson,NULL,NULL
nm0000290,John Barry,1933,2011
nm0005871,Dean Semler,1943,NULL
nm0398343,William Hoy,1955,NULL
nm0918334,Scott Weinger,1975,NULL
nm0488306,Linda Larkin,1970,NULL
nm0293455,Jonathan Freeman,1950,NULL
nm0166256,Ron Clements,1953,NULL
nm0615780,John Musker,1953,NULL
